Country Name,Country Code,Access to electricity (% of population),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),"Air transport, passengers carried",Compensation of employees (current LCU),"Contraceptive prevalence, any method (% of married women ages 15-49)",Control of Corruption: Estimate,Cost of business start-up procedures (% of GNI per capita),"Current education expenditure, total (% of total expenditure in public institutions)",Current health expenditure (% of GDP),Forest area (% of land area),Gini index,Government Effectiveness: Estimate,"Hospital beds (per 1,000 people)",Human capital index (HCI) (scale 0-1),"Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",Lending interest rate (%),"Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)",Logistics performance index: Overall (1=low to 5=high),Losses due to theft and vandalism (% of annual sales for affected firms),"Maternal mortality ratio (national estimate, per 100,000 live births)",Mobile cellular subscriptions (per 100 people),Multidimensional poverty headcount ratio (World Bank) (% of population),Net migration,Out-of-pocket expenditure (% of current health expenditure),"Persistence to last grade of primary, total (% of cohort)","Physicians (per 1,000 people)",Political Stability and Absence of Violence/Terrorism: Estimate,Population living in slums (% of urban population),Pregnant women receiving prenatal care (%),Prevalence of moderate or severe food insecurity in the population (%),Prevalence of severe food insecurity in the population (%),Prevalence of undernourishment (% of population),"Primary completion rate, total (% of relevant age group)",Profit tax (% of commercial profits),Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of seats held by women in national parliaments (%),"Pupil-teacher ratio, primary",Rail lines (total route-km),Refugee population by country or territory of asylum,Regulatory Quality: Estimate,Risk of impoverishing expenditure for surgical care (% of people at risk),Rule of Law: Estimate,"Share of youth not in education, employment or training, total (% of youth population)",Statistical performance indicators (SPI): Overall score (scale 0-100),"Suicide mortality rate (per 100,000 population)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Total greenhouse gas emissions (kt of CO2 equivalent),Total tax and contribution rate (% of profit),"Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
Kuwait,KWT,100.0,81.7293193535294,6464847.0,16146873933333.332,53.7,-0.316699147,2.0,86.44521332000001,5.18862629,0.350729517,29.7,-0.121309355,2.01,0.564260244,91.0,91.0,98.0,99.5988,0.543133148,0.857039847,15000.0,4.827,79.722,96.05647278,2.86,3.0428571428571427,54.13333333333334,164.4554959,0.5,144967.0,10.6470356,88.54453278,1.3735,0.090533733,14.228243333333339,99.52499999999999,12.3,4.9,2.6,98.21751657666667,0.0,0.017777777777777778,3.076923077,8.88073,1682.6666666666665,671.0,0.011418183,27.650000000000002,0.185752928,23.625,60.89416667,2.8,93.54713,88.627248,134809.5027,13.0,15.715499999999999,-0.604680121,42.1,57.28695652173913
Kyrgyz Republic,KGZ,100.0,86.2930129117647,1175000.704,44860900000.0,39.4,-0.960398018,1.9,87.29412842,5.01,6.667883212,27.7,-0.646391749,4.28,0.593546212,94.0,94.0,96.0,62.8,1.542661452,2.918770151,14000.0,19.51318201,71.4,93.86068725749999,2.55,2.6714285714285713,52.1,140.3591937,0.7,-30717.0,46.62,98.25276184,0.86775,-0.529558122,6.91123,99.8,6.3,0.8,4.5,98.94499969,6.4,0.02074074074074074,19.16666667,24.98946,424.0,329.0,-0.397319168,41.425000000000004,-0.928147078,17.557,75.82125,8.0,82.477384,63.368748,18119.54822,29.0,3.67,-0.354460329,39.8,54.356521739130436
Lao PDR,LAO,92.9,90.85670647,1009414.0,10653500000000.0,45.775,-0.997076809,6.6,85.91517258,2.24630332,72.20320624,38.8,-0.723398149,1.47,0.456815422,85.0,85.0,86.0,36.3,2.040392669,3.6292206924999997,13000.0,16.040454673333336,67.634,91.664901735,2.7,2.3,50.06666666666667,51.54585373,10.9,-10303.0,48.54592896,82.94812775,0.362,0.407829285,23.6,97.675,7.9,0.7,5.3,98.2440033,16.4,0.023703703703703703,27.51677852,22.33717,1141.8,496.5,-0.824817896,55.2,-0.863172948,12.727,48.87875,5.6,74.018481,65.987403,30205.46266,24.1,5.541,-1.750232816,37.5,51.42608695652174
Latvia,LVA,100.0,85.23156414214286,4058762.0,2280785254.0,52.150000000000006,0.297805101,1.7,84.53621674,6.19,54.68767577,35.1,1.000428557,5.47,0.738353431,96.0,96.0,98.0,83.5772,2.534454242,4.339671234,12000.0,12.567727336666668,74.78292683,89.4691162125,2.81,2.519230769230769,48.03333333333334,106.9512252,0.9,-8632.0,39.34,96.92711639,3.289,0.395304829,25.62787666666667,95.55,9.5,0.6,2.5,98.3991394,6.4,0.026666666666666665,31.0,21.35508777777778,1859.6,664.0,1.134443521,8.9,0.923249125,7.897,83.99916667,18.1,86.955877,68.450393,12237.61476,36.0,7.412,0.792103887,35.2,48.495652173913044
Lebanon,LBN,99.7,79.60642181428572,2981937.0,5598100000000.0,58.525000000000006,-1.132698298,40.0,90.53248977999999,8.07092381,13.89345064,35.2,-0.673814237,2.73,0.524635971,83.0,80.0,82.0,80.9,6.076989079,2.890348739,11000.0,9.095,79.729,87.27333069,2.72,2.7384615384615385,46.0,74.34556707,0.9833333333333334,-233520.0,35.30064774,84.94776917,2.425,-1.621535778,27.655753333333333,93.425,14.7,4.2,17.75,100.18527983999999,6.2,0.029629629629629627,4.6875,20.373005555555554,1868.1666666666665,1424728.0,-0.454621404,29.75,-0.782223165,7.9206666666666665,45.44291667,2.5,91.303351,87.121362,34289.86847,31.1,7.2011666666666665,-0.513791621,32.9,45.56521739130435
Lesotho,LSO,47.0,73.98127948642858,2468816.6666666665,5994685706.0,64.9,-0.136426091,7.1,96.52876282,11.114995,1.137022398,35.300000000000004,-0.922438741,2.185,0.398492515,87.0,87.0,90.0,40.8,4.751803016,2.8225374899999998,69666.66666666666,11.35416667,53.733,85.9491243375,2.28,2.9576923076923074,45.39473684210526,71.9803805,1.0666666666666667,-3234.0,14.44407558,86.242574695,0.454,-0.188686535,29.68363,91.3,49.7,27.0,33.0,101.97142027999999,10.8,0.03259259259259259,22.13114754,19.390923333333333,1876.7333333333333,56.0,-0.555366874,50.6,-0.366134912,7.944333333333334,55.70416667,76.6,43.979116,32.915626,3952.152334,13.6,6.990333333333333,0.008875524,30.6,42.63478260869566
Liberia,LBR,22.8,68.35613715857144,1955696.3333333335,5076714855.5,61.971428571428575,-0.871749878,12.6,95.796483995,10.35222721,79.71303987,35.400000000000006,-1.322998405,1.64,0.317570239,80.0,80.0,74.0,18.9,23.5635149,2.754726241,128333.33333333333,10.343716660166667,60.853,84.624917985,2.23,3.1769230769230767,44.78947368421053,89.25701103333333,1.15,-23226.0,45.58655167,87.53738022,0.05,-0.203764617,63.88484,90.41428571428571,42.7,21.85,35.6,103.75756072,35.4,0.035555555555555556,12.32876712,18.408841111111112,1885.3,9103.0,-0.989606023,38.55,-1.001456499,7.968,48.10625,4.4,59.642318,54.078645,2015.124597,45.5,6.7795000000000005,-0.027022187,28.3,39.70434782608696
Libya,LBY,67.0,62.730994830714295,1442576.0,4158744005.0,59.042857142857144,-1.530136466,23.0,95.06420517000001,9.078151473333333,0.123327688,35.5,-1.685230255,3.2,0.4539452393333333,73.0,73.0,73.0,39.1742,13.17020385,2.686914992,187000.0,9.333266650333332,72.794,83.3007116325,2.11,3.396153846153846,44.18421052631579,106.53364156666666,1.2333333333333334,5835.0,40.89770111333333,88.832185745,1.5263333333333335,-2.43496871,64.87430833333333,89.52857142857142,35.7,16.7,7.1,105.54370116,22.1,0.038518518518518514,15.95744681,17.42675888888889,1893.8666666666666,8792.0,-2.215218067,26.5,-1.690319538,7.991666666666666,23.40916667,5.8,82.257135,71.122089,109310.5031,32.6,6.568666666666667,-1.533678532,26.0,36.77391304347827
Liechtenstein,LIE,100.0,57.10585250285715,734303.5,3240773154.5,56.114285714285714,1.958546758,2.2,94.331926345,7.804075736666666,41.875,35.6,1.689023972,4.734999999999999,0.5903202396666667,82.5,83.0,82.5,59.4484,7.934065821,2.619103743,150000.0,8.3228166405,83.04146341,81.97650528,2.565,3.615384615384615,43.578947368421055,123.8102721,1.3166666666666667,193.0,36.20885055666667,90.12699127,3.002666666666667,1.453585505,65.86377666666667,88.64285714285714,23.200000000000003,8.899999999999999,4.8,107.3298416,6.4,0.04148148148148148,12.0,16.444676666666666,1902.4333333333334,166.0,1.522567987,14.449999999999996,1.634831667,8.015333333333333,54.423958334999995,16.599999999999998,94.692695,90.760687,157.72812,21.6,6.357833333333334,1.296678185,23.699999999999996,33.84347826086957
Lithuania,LTU,100.0,51.480710175000006,26031.0,2322802304.0,53.18571428571428,0.466333061,0.5,93.59964752,6.53,35.0950024,35.7,1.031653762,6.27,0.72669524,92.0,93.0,92.0,79.7226,2.697927792,3.198745535,113000.0,7.312366630666666,75.6804878,80.6522989275,3.02,3.8346153846153843,42.973684210526315,130.8936876,1.4,-14451.0,31.52,97.67414856,4.479,0.729063928,66.853245,87.75714285714285,10.7,1.1,2.5,104.2855988,5.9,0.04444444444444444,21.27659574,15.462594444444445,1911.0,1731.0,1.093714833,2.4,0.923340857,8.039,85.43875,27.4,87.634943,69.367732,19652.27895,42.6,6.147,0.901689649,21.4,30.913043478260875
Luxembourg,LUX,100.0,45.855567847142865,2099102.0,4050224812.0,50.25714285714285,2.04786849,1.7,90.63117981,5.28,34.45382721,35.4,1.73642695,4.51,0.692368567,99.0,96.0,99.0,97.0613,1.528195243,0.493491667,76000.0,6.3019166208333335,82.29512195,79.328092575,3.63,4.053846153846154,42.368421052631575,131.3674819,0.9,10096.0,10.47,98.203250885,3.051,1.347255111,67.84271333333334,86.87142857142857,3.3,0.9,2.5,76.69661713,4.2,0.047407407407407405,20.0,14.480512222222224,288.0,2020.0,1.749134064,0.1,1.768349648,5.599,78.86375,10.6,92.818635,87.206486,10311.59007,20.5,5.589,1.542608619,19.1,27.982608695652182
"Macao SAR, China",MAC,100.0,40.230425519285724,3157724.0,20529734717.0,47.32857142857143,0.675081074,17.35,81.23300171,4.754234685,27.931829385,36.85,1.158082008,3.8649999999999998,0.76328814,86.5,85.0,83.5,83.7941,3.004462932,0.307223909,39000.0,5.291466611,84.928,78.0038862225,3.01,4.273076923076923,41.76315789473684,335.0574739,0.7,8219.0,19.875042305,98.73235321,1.6230000000000002,1.229578137,68.83218166666667,85.98571428571428,30.650000000000002,5.2,5.4,95.6222229,10.400000000000002,0.05037037037037037,19.602649005,13.49843,480.5,1029.5,1.606424332,1.8750000000000002,0.971920669,7.316750000000001,64.52562499999999,8.05,95.736179,91.140804,19756.08191,29.4,1.834,-0.068354689,16.799999999999997,25.052173913043482
Madagascar,MDG,36.5,34.60528319142858,541290.0,2368880000000.0,44.4,-1.020541787,33.0,85.27564748333333,4.22846937,21.40983156,38.3,-1.212072134,3.2199999999999998,0.385492682,74.0,74.0,68.0,8.7,8.594229589,0.537127938,2000.0,55.38958333,65.27,76.67967987,2.39,4.492307692307692,41.1578947368421,39.68745918,0.5,485.0,29.28008461,31.5692997,0.195,-0.578839123,69.82165,85.1,58.0,9.5,44.7,63.12284851,16.6,0.05333333333333333,19.20529801,39.81169,673.0,39.0,-0.785894692,3.6500000000000004,-0.836624086,9.034500000000001,50.1875,5.5,69.999671,61.831959,29200.57375,38.3,2.3226666666666667,-0.32132712,14.5,22.12173913043479
Malawi,MWI,18.0,28.980140863571435,10545.0,331358000000.0,37.6,-0.765652001,38.6,89.31829325666666,6.87366676,24.66801018,39.75,-0.801292062,2.5749999999999997,0.411061704,92.0,92.0,87.0,8.0,12.42017811,0.767031967,31500.0,32.29,63.276,66.3782024375,2.59,4.711538461538462,40.55263157894737,38.52869707,0.29999999999999993,-3706.0,12.8176527,62.041825294999995,0.15,-0.431270897,49.78452,83.69999999999999,78.8,48.3,15.7,77.765922545,20.4,0.056296296296296296,16.66666667,58.67919,1164.0,13783.0,-0.723060787,5.425,-0.405376077,10.75225,53.99791667,5.6,63.609755,47.953676,10530.26139,34.5,2.8113333333333332,-0.075617775,12.199999999999996,19.19130434782609
Malaysia,MYS,100.0,23.354998535714287,60481772.0,79988967837.0,30.799999999999997,0.300330877,11.6,93.36093903,3.75944281,58.48224015,41.2,1.053842545,1.93,0.632578671,99.0,99.0,98.0,81.201,0.884709161,0.996935996,61000.0,4.928440385,75.644,56.076725005,3.22,4.930769230769231,39.94736842105263,130.908501,0.1,60604.0,36.64058304,92.51435089,1.888,0.247989401,42.59351,82.3,15.1,6.7,4.4,92.40899658,21.8,0.059259259259259255,13.90134529,51.72835666666666,1655.0,121305.0,0.575907409,7.2,0.529128134,12.47,72.61416667,5.4,86.839952,76.333556,297793.9565,39.2,3.3,-0.100061126,9.899999999999999,16.260869565217398
Maldives,MDV,100.0,17.729856207857154,1191383.083,8260698938.0,24.0,-0.875025868,4.0,95.562603,7.44,2.733333333,38.6,-0.492414594,4.95,0.47704193,99.0,99.0,99.0,70.9,-0.133373386,1.2070858793333334,90500.0,10.67672289,80.013,45.7752475725,2.67,5.15,39.3421052631579,175.1750865,21.95,10578.0,19.78,94.22429657,1.799,0.082971118,35.4025,80.9,11.533333333333333,4.733333333333333,4.35,91.47899628,13.1,0.06222222222222222,5.882352941,44.777523333333335,1469.6,73921.5,-0.531163573,44.800000000000004,-0.55726546,19.593,50.735,2.9,92.275597,89.863281,2216.909588,30.2,2.46,-0.675655544,7.599999999999994,13.330434782608705
Mali,MLI,50.9,12.10471388,1884140.5415,485767000000.0,17.2,-0.711567581,56.8,97.76426697,3.73249912,10.89666363,36.0,-1.025983214,0.25,0.321505189,77.0,77.0,70.0,21.4,0.299546507,1.4172357626666667,120000.0,10.241378312,59.393,35.47377014,2.59,5.369230769230769,38.73684210526316,110.1396447,43.8,-40761.0,32.55354309,95.701503755,0.123,-2.084461451,46.12357,79.5,7.966666666666667,2.7666666666666666,4.3,95.94421769,10.1,0.06518518518518518,8.843537415,37.82669,1284.2,26538.0,-0.600795805,82.4,-0.815356374,26.716,54.58666667,4.1,60.993201,54.508719,39735.21105,48.3,1.62,-0.32770136,5.3,10.4
Malta,MLT,100.0,14.62963841,2576898.0,1355353796.0,28.379999999999995,0.547609329,7.1,97.78562164399999,8.55,1.4375,28.7,0.931033909,4.25,0.708490551,97.0,98.0,96.0,81.658,1.157823625,1.627385646,164200.0,9.806033734,82.44878049,47.454998778,2.81,5.588461538461538,38.131578947368425,125.2767573,0.3,11180.0,34.3,97.17871094,0.146,1.271421313,49.415713333333336,81.67777777777778,4.4,0.8,2.5,100.4094391,32.3,0.06814814814814814,11.94029851,36.64384,1098.8,8579.0,1.327443004,72.96666666666667,1.019527435,7.283,73.78833333,6.0,94.396613,90.099803,2047.36036,44.0,3.658,1.100830078,11.733333333333334,11.450000000000001
Marshall Islands,MHL,95.3,17.15456294,24313.0,48173000.0,39.559999999999995,0.348221093,12.2,97.806976318,15.26284122,52.22222222,33.025,-0.182951793,4.013333333333334,0.404367626,81.0,84.0,83.0,58.379000000000005,2.112591793,1.434198329,208400.0,9.370689156000001,64.5,59.436227415999994,2.5700000000000003,5.8076923076923075,37.526315789473685,116.10138434999999,0.8500000000000001,-1901.0,1.09066844,96.32406107666667,0.169,0.998590291,52.707856666666665,83.85555555555555,20.15,3.3500000000000005,4.7,85.03266526,0.0,0.07111111111111111,9.090909091,35.46099,913.4,45881.0,-0.797005653,63.53333333333333,0.163996771,11.675666666666666,20.96041667,4.55,64.923013,56.581035,200.684622,65.7,4.5809999999999995,1.123436809,18.166666666666668,12.5
Mauritania,MRT,43.6,19.67948747,379211.0,19456164075.5,50.739999999999995,-0.812102079,16.2,97.82833099199999,3.17838526,0.314058407,37.35,-0.825167,3.776666666666667,0.370591491,77.0,77.0,78.0,35.1,3.067359961,1.241011012,252600.0,8.935344578,65.31,71.417456054,2.33,6.026923076923077,36.921052631578945,106.9260114,1.4000000000000001,-2987.0,48.84284592,95.46941121333333,0.192,-0.632418096,56.0,86.03333333333333,35.9,5.9,6.9,69.65589142,0.0,0.07407407407407407,20.26143791,34.27814,728.0,83183.0,-0.865196943,54.1,-0.707490385,16.06833333333333,46.61875,3.1,70.615465,63.320031,13589.51153,67.0,5.504,-0.868351042,24.6,13.55
Mauritius,MUS,99.8,22.204412,1745291.0,38864155151.0,61.91999999999999,0.186878189,0.9,97.849685666,5.63982916,19.37406109,41.675,0.894913614,3.54,0.623269916,97.0,97.0,99.0,58.5962,3.216053831,2.856301406,296800.0,8.5,74.41634146,83.39868469199999,2.73,6.246153846153846,36.31578947368421,148.0645463,1.9500000000000002,-2209.0,48.1762085,94.61476135,1.849,0.859399259,36.8,88.21111111111111,20.7,6.8,5.9,98.3227005,10.3,0.07703703703703703,11.5942029,16.19841,833.75,16.0,1.043949246,3.6,0.709945679,20.461,77.30125,8.7,85.743785,72.606375,6740.285765,22.1,6.427,0.738156199,31.033333333333335,14.600000000000001
Mexico,MEX,99.5,24.72933653,64569640.0,381708000000.0,73.1,-0.948684394,16.2,97.87104034,5.38345814,33.92454024,46.0,-0.292913616,0.98,0.611657083,88.0,55.0,97.0,56.6596,4.899350154,29.58137063,341000.0,8.04,74.015,95.37991333,3.05,6.4653846153846155,35.71052631578947,96.89668563,2.5,-99430.0,42.30939865,96.95107269,2.467,-0.673981011,17.6,90.38888888888889,23.0,3.7,3.4,102.3691177,27.9,0.08,48.2,16.77332,939.5,16530.0,0.084375463,8.5,-0.641823947,18.412,87.76833333,5.4,83.475692,71.303555,651037.0505,55.7,3.275,-0.008581652,37.46666666666667,15.65
"Micronesia, Fed. Sts.",FSM,78.3,37.83431059,32996715.5,20810972.0,66.85,0.672230363,141.7,93.1117897,11.65710258,91.94285714,35.85,0.163868219,3.3749999999999996,0.466416776,75.0,83.0,73.0,36.6,1.498400236,17.4324518995,294285.71428571426,15.7,71.318,93.41733079764705,2.755,6.684615384615385,35.10526315789474,106.327395715,1.35,-1283.0,2.40970683,95.39258194,2.815,1.315120697,12.05,92.56666666666666,25.25,3.85,2.95,90.28600311,0.0,0.045,0.0,17.34823,1045.25,8469.5,-0.923807919,7.25,0.035041142,17.8815,24.45583333,28.2,83.050324,68.458499,230.025528,60.5,2.2355,1.123436809,43.9,16.700000000000003
Moldova,MDA,100.0,50.93928465,1423791.0,6607100000.0,60.599999999999994,-0.746429086,5.0,88.35253906,6.71,11.75297169,25.7,-0.501230299,5.77,0.581760943,93.0,94.0,93.0,50.3,3.045053973,5.283533169,247571.42857142858,8.8475,70.492,91.45474826529411,2.46,6.903846153846153,34.5,115.7581058,0.2,-36088.0,40.09,93.83409119,3.1630000000000003,-0.402226478,6.5,94.74444444444444,27.5,4.0,2.5,101.8001785,8.6,0.01,22.77227723,17.92314,1151.0,409.0,-0.032315399,6.0,-0.433740765,17.351,75.62125,14.4,82.268004,59.47958,13307.76689,40.3,1.196,-0.109600902,50.33333333333333,17.75
Monaco,MCO,100.0,37.329853494999995,316.0,617828550000.0,54.35,1.780909538,3.15,88.45544586,4.03953457,0.0,29.200000000000003,1.879265428,6.8149999999999995,0.5995351074999999,99.0,99.0,88.0,48.715,4.934650937,5.7391205275,200857.14285714284,13.280884945,70.8455,89.49216573294117,2.415,7.123076923076923,33.89473684210526,88.27945664,0.8,416.0,6.41733551,96.21224212999999,3.511,1.577254295,14.175615,96.92222222222222,17.15,2.0,4.1,99.50159071499999,9.45,0.065,33.33333333,11.38506,1480.5,25.0,1.187329054,16.85,1.536625862,18.1175,76.04166666500001,16.5,96.619294,94.174745,33339.001125,32.5,3.2865,0.640359581,56.766666666666666,18.8
Mongolia,MNG,98.1,23.72042234,670360.0,1229050000000.0,48.1,-0.448486507,1.3,88.55835266,4.53449297,9.102555458,32.7,-0.246496841,7.86,0.617309272,99.0,99.0,99.0,47.13,6.824247901,6.194707886,154142.85714285713,17.71426989,71.199,87.52958320058823,2.37,7.342307692307692,33.28947368421053,133.4403606,1.4,11426.0,44.00128555,98.59039307,3.859,0.831077039,21.85123,99.1,6.8,0.0,5.7,97.20300293,10.3,0.12,17.10526316,30.38318,1810.0,5.0,0.008206715,27.7,-0.278373808,18.884,76.46208333,18.6,82.453425,60.612683,53370.23536,24.7,5.377,0.244647413,63.2,19.85
Montenegro,MNE,100.0,24.439078364166665,565522.0,676788000000.0,20.7,-0.014548845,1.3,88.66125946,8.34,61.48698885,36.8,0.090690002,3.86,0.622822225,86.0,72.0,42.0,71.5171,2.611223783,2.217103528,107428.57142857142,6.529166667,76.84146341,85.5670006682353,2.75,7.561538461538461,32.68421052631579,179.6504897,1.4249999999999998,-2024.0,39.61,96.42764664,2.74,0.037592556,10.0,97.2,12.9,2.2,2.5,96.08924103,8.3,0.32499999999999996,23.45679012,28.591915,249.0,727.0,0.391958714,3.4,0.00317245,16.298,64.74041667,21.2,88.717789,78.970029,3740.763147,22.2,15.19,0.061907254,60.53846153846154,20.9
Morocco,MAR,98.1,25.15773438833333,8132917.0,124526000000.0,70.8,-0.289577842,3.7,88.76416626,4.94516659,12.82005378,35.55714285714286,-0.349293292,2.31,0.492540985,99.0,99.0,99.0,64.8039,1.803916711,1.419524999,60714.28571428568,14.756249998500001,73.986,83.60441813588236,2.54,7.780769230769231,32.078947368421055,124.1715549,1.45,-89007.0,46.98527527,94.26490021,1.4120000000000001,-0.348556757,10.85088,88.5,40.650000000000006,21.45,3.6,91.3554306,25.1,0.53,20.50632911,26.80065,2295.0,5932.0,-0.259155303,24.7,-0.248697802,15.127333333333333,59.8575,7.2,84.744479,77.493431,85788.26699,49.8,10.382333333333332,-0.675675571,57.87692307692308,21.950000000000003
Mozambique,MOZ,31.1,25.8763904125,540124.0,96464750020.0,64.83,-0.808722258,120.5,88.86707306,8.0889616,47.33610723,34.31428571428571,-0.960750163,0.76,0.355467021,88.0,88.0,87.0,10.9,3.9113344,2.088260595,14000.0,22.98333333,60.526,81.64183560352942,2.42,8.0,31.473684210526315,47.83274319,1.475,-12765.0,9.49615574,41.80585098,0.084,-0.833329558,58.47257,94.0,68.4,40.7,29.5,55.00016022,30.8,0.735,39.6,55.27379,2425.5,4910.0,-0.796630502,25.9,-1.067342639,13.956666666666665,54.77458333,13.5,62.462144,48.932735,34533.02892,36.1,5.5746666666666655,-0.484441161,55.215384615384615,23.0
Myanmar,MMR,66.1,26.595046436666667,3407788.433,1680910000000.0,58.86,-0.612783849,24.8,88.96997986,4.9,44.61974874,33.07142857142857,-1.091225863,1.05,0.471832514,91.0,91.0,93.0,33.7204,6.872328657,2.756996191,401000.0,16.0,66.465,79.67925307117648,2.3,8.007692307692308,30.86842105263158,116.0975729,1.5,-114634.0,76.45,46.11979883090909,0.69,-1.266946793,58.28105,91.3,62.400000000000006,36.0,3.0,103.5884323,26.8,0.94,10.16166282,24.3599,2556.0,3652.0,-0.750430942,27.1,-1.043103933,12.786,60.93666667,2.9,74.180631,60.456527,126490.1209,31.2,0.767,-0.900316596,52.55384615384615,24.05
Namibia,NAM,52.3,27.313702460833333,602893.0,29317394451.0,52.89,0.307371318,10.0,89.07288666,8.31648731,8.236368716,31.82857142857143,0.113843136,0.7833333333333334,0.445078075,89.0,89.0,82.0,42.8,4.291591053,19.78650116,370375.0,10.142176,62.586,77.71667053882354,2.3699999999999997,8.015384615384615,30.263157894736842,114.6990872,1.525,-8596.0,8.06900978,50.433746681818185,0.601,0.684950054,41.4,88.6,56.4,31.3,18.2,100.3201675,16.7,1.145,46.15384615,25.09173,2686.5,2394.0,-0.000688285,28.3,0.329466939,31.884,52.18166667,9.9,61.006265,45.462356,11616.69332,20.7,19.877,0.466437668,49.892307692307696,25.1
Nauru,NRU,99.9,28.032358485,40290.0,56352661.71,46.92,0.509996653,17.2,89.17579346,11.10239792,0.0,30.585714285714285,0.27303493,0.5166666666666667,0.4716352375,90.0,90.0,99.0,35.7,4.1763772205,10.9982535,339750.0,8.113740799999999,63.234,75.7540880064706,2.44,8.023076923076923,29.657894736842106,126.0674845,1.55,-39.0,0.74564779,54.74769453272727,0.6695,0.944292486,40.8411,85.9,45.099999999999994,20.8,11.45,99.50910183111111,16.35,1.35,10.52631579,23.806914166666665,2817.0,964.0,-0.135701671,60.8,-0.062070485,22.598333333333336,53.28375,9.350000000000001,65.173259,46.676465,59.627431,28.85,14.528666666666666,0.479215205,47.23076923076923,26.15
Nepal,NPL,93.9,28.751014509166666,4525805.0,111484000000.0,40.95,-0.688618004,24.4,89.27870026,4.53,41.59072201,29.34285714285714,-0.954992533,0.25,0.4981924,91.0,91.0,91.0,28.6,4.061163388,2.21000584,309125.0,6.0853056,68.979,73.79150547411764,2.51,8.03076923076923,29.05263157894737,137.4358818,1.5750000000000002,-81130.0,57.73,59.06164238363637,0.738,-0.542416573,40.2822,83.2,33.8,10.3,4.7,98.69803616222222,16.0,1.5549999999999997,32.72727273,22.522098333333332,2947.5,20804.0,-0.775707901,93.3,-0.491404861,13.312666666666669,54.38583333,8.8,75.331544,67.537128,45363.09484,37.0,9.180333333333333,-0.129691318,44.56923076923077,27.200000000000003
Netherlands,NLD,100.0,29.469670533333332,44417573.58,21671507210.0,34.98,1.888952136,4.2,89.38160706,10.02,10.91862192,28.1,1.809711099,3.17,0.803038597,93.0,92.0,93.0,91.8919,1.703497947,0.578501412,278500.0,4.0568704,81.81219512,71.8289229417647,4.02,8.038461538461538,28.44736842105263,122.1100816,1.6,60758.0,10.79,63.375590234545456,3.661,0.838097334,46.314554,80.5,5.1,1.7,2.5,97.88697049333334,20.5,1.7599999999999998,36.0,21.2372825,3078.0,101824.0,2.013643742,0.0,1.744731426,4.027,88.21958333,11.4,91.981118,89.196789,177770.9977,40.8,3.832,1.499294758,41.90769230769231,28.25
New Caledonia,NCL,100.0,30.188326557499998,30833311.765,23379704806.666668,29.009999999999998,2.011991799,2.2,91.8292694125,9.5275581,45.85448578,30.4,1.7192738655,2.9,0.7871263024999999,93.0,92.5,92.5,90.44595000000001,1.6508974925,1.0642801259999999,247875.0,2.0284352000000005,80.00309756,69.86634040941176,3.9499999999999997,8.046153846153846,27.842105263157894,126.3538529,21.175000000000004,-2386.0,11.851391334999999,67.68953808545454,3.507,1.1751291154999999,52.346908,77.8,9.5,3.05,6.5,97.07590482444445,25.2,1.9649999999999999,37.166666665,19.952466666666666,2678.8333333333335,51684.5,2.0072517395,17.333333333333332,1.789226353,32.432,85.859791665,11.4,90.408652,81.194009,129788.883415,37.7,11.702,1.5517308115000001,39.246153846153845,29.300000000000004
New Zealand,NZL,100.0,30.906982581666668,17249049.95,25087902403.333332,23.04,2.135031462,0.2,94.276931765,9.0351162,37.42793665,32.7,1.628836632,2.63,0.771214008,93.0,93.0,92.0,89.0,1.598297038,1.55005884,217250.0,0.0,81.70731707,67.90375787705882,3.88,8.053846153846154,27.236842105263158,130.5976242,40.75000000000001,80419.0,12.91278267,72.00348593636363,3.353,1.512160897,58.379262,75.1,13.9,4.4,2.5,96.26483915555555,29.9,2.17,38.33333333,18.667650833333333,2279.6666666666665,1545.0,2.000859737,34.666666666666664,1.83372128,12.05,83.5,11.4,91.778501,87.771663,81806.76913,34.6,4.335,1.604166865,36.58461538461538,30.35
