Country Name,Country Code,Access to electricity (% of population),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),"Air transport, passengers carried",Compensation of employees (current LCU),"Contraceptive prevalence, any method (% of married women ages 15-49)",Control of Corruption: Estimate,"Current education expenditure, total (% of total expenditure in public institutions)",Current health expenditure (% of GDP),Forest area (% of land area),Gini index,Government Effectiveness: Estimate,"Hospital beds (per 1,000 people)","Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",Lending interest rate (%),"Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)",Losses due to theft and vandalism (% of annual sales for affected firms),Mobile cellular subscriptions (per 100 people),Multidimensional poverty headcount ratio (World Bank) (% of population),Net migration,Out-of-pocket expenditure (% of current health expenditure),"Persistence to last grade of primary, total (% of cohort)","Physicians (per 1,000 people)",Political Stability and Absence of Violence/Terrorism: Estimate,Pregnant women receiving prenatal care (%),Prevalence of moderate or severe food insecurity in the population (%),Prevalence of severe food insecurity in the population (%),Prevalence of undernourishment (% of population),"Primary completion rate, total (% of relevant age group)",Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of seats held by women in national parliaments (%),Rail lines (total route-km),Refugee population by country or territory of asylum,Regulatory Quality: Estimate,Risk of impoverishing expenditure for surgical care (% of people at risk),Rule of Law: Estimate,"Share of youth not in education, employment or training, total (% of youth population)",Statistical performance indicators (SPI): Overall score (scale 0-100),"Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)","Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
Mauritania,MRT,47.7,92.50333333333333,7.9046563008124995,207225.0,28854905815.0,14.3,-0.84181273,94.76028660428572,4.12218571,0.298211604,31.414285714285715,-0.77517581,3.4266666666666667,68.0,68.0,63.0,43.7936,3.565164847,1.8716095913333333,357800.0,7.8097588684,64.364,66.95999908,1.3943396226415095,141.1137094,29.4,-1494.0,33.09843445,87.9857076,4.881222222222222,-0.555529892,85.0,53.7,9.5,8.7,104.259101845,0.0,20.26143791,728.0,101942.0,-1.077205062,56.9,-0.686039746,35.591499999999996,56.97416667,67.931682,60.379627,8.771,-0.766241491,25.3,55.1
Mauritius,MUS,99.6,90.53,7.979161029749999,153242.0,42416410000.0,14.116666666666667,0.442428768,93.69384547571428,6.39258909,19.43415123,29.985714285714288,0.810911179,3.71,92.0,92.0,87.0,71.6,4.028528882,2.617570287,368400.0,6.870833333,73.6802439,92.15000153,1.4,151.765127,22.1,-478.0,42.90309906,92.52563731000001,4.5793333333333335,0.832465351,84.91666666666667,32.0,10.5,6.8,98.81820679,0.0,20.0,833.25,10.0,1.159215689,4.2,0.846016705,31.211,74.48583333,83.519352,70.918184,7.719,0.659452975,25.3,55.1
Mexico,MEX,100.0,81.77,8.0536657586875,54217876.0,414150000000.0,13.933333333333334,-1.020310044,92.62740434714286,6.07868719,33.72736783,28.557142857142857,-0.342298776,1.02,78.0,80.0,99.0,75.6265,5.689208477,28.17565299,379000.0,5.265833333,70.213,94.63333384333333,1.4056603773584906,99.81384101,14.800000000000004,-52649.0,41.37071991,97.06556702,4.277444444444445,-0.688360929,84.83333333333333,27.6,3.6,2.5,102.8201981,0.0,50.0,938.5,73448.0,-0.251374453,7.7,-0.806147993,18.353,89.12083333,78.872782,59.745846,4.019,-0.076276742,25.3,55.1
"Micronesia, Fed. Sts.",FSM,83.6,73.01,8.128170487624999,27373228.5,210976900000.0,13.75,0.563614368,91.56096321857143,10.96059132,92.07142857,27.128571428571426,0.302233487,3.3400000000000003,72.0,79.0,64.0,39.9648,3.191284066,22.670071459,429857.14285714284,12.62,70.71,97.11666615666667,1.4113207547169813,19.4464824,7.5,-635.0,2.65168548,96.32755661,3.9755555555555557,1.202114701,84.75,25.55,4.2,2.5,84.93499756,0.0,7.142857143,1043.75,36898.5,-0.711252928,5.5,0.519451082,15.780000000000001,36.15583333,81.898898,66.135902,2.402,1.113457561,25.3,55.1
Moldova,MDA,100.0,64.25,8.2026752165625,528581.0,7803800000.0,13.566666666666666,-0.468919247,90.49452209,7.75,11.72277828,25.7,-0.437882721,5.66,87.0,87.0,83.0,60.4747,5.10641129,17.164489928000002,480714.2857142857,7.396666667,68.846,99.59999847,1.4169811320754717,127.3941322,0.2,-14278.0,29.42,95.5895462,3.6736666666666666,-0.205342084,84.66666666666667,23.5,4.8,2.5,106.3999023,0.0,39.6039604,1149.0,349.0,0.003381098,3.3,-0.357132047,13.207,83.33416667,79.864435,55.080469,0.785,0.042553507,25.3,55.1
Monaco,MCO,100.0,81.35499999999999,8.277179945499999,295097.5,673186900000.0,13.383333333333335,1.279871821,57.80554962,3.68486166,0.0,28.566666666666666,2.026758671,8.105,99.0,99.0,88.0,98.3776,6.229611862,11.658908397000001,531571.4285714286,11.701714573499999,69.9105,99.39333343333334,1.4226415094339622,102.0171182,0.34,206.0,6.87627172,96.88215128333333,3.371777777777778,1.172496915,84.58333333333333,14.6,2.4,5.25,98.57195279999999,0.0032,33.33333333,1485.0,17.0,1.359349608,16.3,1.390515685,15.195,83.579583335,96.243471,94.653047,4.266,0.705153167,25.3,55.1
Mongolia,MNG,100.0,98.46,8.3516846744375,61614.0,1338570000000.0,13.200000000000001,-0.552942455,59.52333746888889,6.911304,9.09894466,31.43333333333333,-0.51641947,10.55,95.0,95.0,95.0,81.6068,7.352812434,6.153326866,582428.5714285714,16.00676248,70.975,99.18666839666666,1.4283018867924528,140.012223,0.48000000000000004,0.0,33.53443527,98.17475636666667,3.069888888888889,0.705798924,84.5,5.7,0.0,8.0,90.7440033,0.0064,17.10526316,1821.0,96.0,-0.253772855,29.3,-0.249986231,17.183,83.825,82.577649,60.409294,7.747,0.312444866,25.3,55.1
Montenegro,MNE,99.8,71.41499999999999,8.426189403375,1589.285,739513000000.0,13.016666666666667,-0.043420643,61.24112531777778,10.55,61.48698885,34.3,-0.029933952,7.276666666666667,83.0,51.0,18.0,82.2197,2.410801984,2.389073334,633285.7142857143,5.760833333,73.82439024,98.98000336,1.4339622641509435,178.3957863,0.6200000000000001,-101.0,38.08,99.46736145,2.768,-0.052502058,84.41666666666667,12.9,3.3,2.5,97.29493713,0.009600000000000001,24.69135802,2058.0,175.0,0.420747459,27.6,-0.083548173,20.657,79.53416667,88.728308,76.740548,16.543,0.168784514,25.3,55.1
Morocco,MAR,100.0,44.37,8.5006941323125,4740714.0,140456000000.0,12.833333333333334,-0.420962542,62.95891316666667,5.73834944,12.89033542,33.07142857142857,-0.173474416,4.003333333333334,99.0,99.0,99.0,88.1303,1.40195884,1.931137967,684142.8571428572,11.9637500015,74.042,97.29750252,1.439622641509434,137.4592738,0.76,-46242.0,44.75625992,97.93305969,1.4244999999999999,-0.402591288,84.33333333333333,44.150000000000006,21.450000000000003,6.3,100.3005981,0.0128,22.78481013,2295.0,7272.0,-0.133877844,25.9,-0.245559037,24.7228,73.29375,85.084479,77.28536,12.28,-0.604895234,25.3,55.1
Mozambique,MOZ,31.5,49.49,8.57519886125,411739.0,139193000000.0,12.65,-0.818972707,64.67670101555555,9.05218315,46.41217312,31.84285714285714,-0.754338086,0.73,61.0,61.0,84.0,19.9696,6.40847653,15.1844767235,735000.0,18.16666667,59.325,95.61500168,1.4452830188679244,42.66671846,0.9000000000000001,-9515.0,8.87722778,94.153115843,0.081,-1.259354234,84.25,75.4,39.6,30.5,100.39187924000001,0.016,42.4,2419.3333333333335,4797.0,-0.796027064,26.866666666666667,-1.041041493,28.7886,57.11708333,59.642884,43.266913,10.474,-0.608309329,25.3,55.1
Myanmar,MMR,72.5,47.79,8.6497035901875,1132655.764,84701500000.0,12.466666666666667,-1.048076868,66.39448886444444,5.63,43.29014663,30.614285714285714,-1.412397742,0.645,37.0,37.0,44.0,44.02167324,5.0126909155,28.43781548,649000.0,12.513363496,65.672,93.93250084,1.450943396226415,126.2686102,1.04,-35382.0,70.25,90.373171996,0.2775,-2.083969355,84.16666666666667,29.3,5.0,3.8,100.48316038,0.019200000000000002,15.29411765,2543.6666666666665,4265.0,-1.118521333,27.833333333333332,-1.467987776,32.8544,70.10083333,72.57704,57.931353,8.668,-1.657949448,25.3,55.1
Namibia,NAM,55.2,71.35,8.724208319125,2245.772,30210000000.0,12.283333333333333,0.236004293,68.11227671333333,9.38092136,7.977614206,29.385714285714286,0.027060146,0.56,94.0,94.0,91.0,61.1132,3.616905301,12.44985229,519230.0,6.860060322,59.269,92.25,1.4566037735849058,115.2226488,1.1800000000000002,-4301.0,7.71578646,86.593228149,0.47400000000000003,0.518684864,84.08333333333333,57.7,33.0,17.1,100.57444152000001,0.0224,44.23076923,2668.0,3733.0,-0.021197058,28.8,0.336586386,36.920199999999994,58.26583333,55.067153,36.741778,6.862,0.564386964,25.3,55.1
Nauru,NRU,100.0,62.675,8.798713048062499,3344.0,74669000000.0,12.1,0.604154706,69.83006456222222,13.06414223,0.0,28.15714285714286,0.098289661,0.475,98.0,98.0,98.0,83.3424,3.8832926675,8.517023347666667,389460.0,7.320029167833333,63.617,81.700000765,1.4622641509433962,79.92327366,1.32,-66.0,0.67908335,82.813284302,0.6705,0.787112117,84.0,47.55,23.1,11.25,100.66572266,0.0256,10.52631579,2792.3333333333335,953.0,-0.0707452,58.7,-0.074264668,40.986,61.633541664999996,65.618396,47.37689,5.056,0.488589078,25.3,55.1
Nepal,NPL,89.9,54.0,8.873217777,2550505.0,119128000000.0,11.916666666666668,-0.556139708,71.54785241111111,5.42,41.59072201,26.928571428571427,-0.931248367,0.39,91.0,91.0,90.0,41.6083,4.149680034,4.584194405333333,259690.0,7.779998013666666,68.45,71.15000153,1.4679245283018867,127.2282803,1.4600000000000002,296541.0,51.26,79.033340455,0.867,-0.188807815,83.91666666666667,37.4,13.2,5.4,100.7570038,0.028800000000000003,32.72727273,2916.6666666666665,19574.0,-0.642471373,88.6,-0.48886165,22.0325,65.00125,74.472202,65.698866,4.6325,-0.084464759,25.3,55.1
Netherlands,NLD,100.0,99.73,8.947722505937499,19349165.53,25128176417.0,11.733333333333334,2.004626274,73.26564026,11.29,11.00198099,25.7,1.727059245,1.1466666666666667,95.0,93.0,93.0,92.053,2.675720088,0.651365463,129920.0,8.239966859499999,81.3097561,72.7416682811111,1.4735849056603774,125.0621654,1.6,57439.0,9.38,75.253396608,1.75,0.892923951,83.83333333333333,4.5,1.4,2.5,92.80233918600001,0.032,39.33333333,3041.0,99585.0,1.73918283,0.0,1.698805094,3.079,92.86541667,92.50671,89.763312,4.209,1.490229368,25.3,55.1
New Caledonia,NCL,100.0,99.24000000000001,9.022227234875,14039400.1245,26549517611.333332,11.55,2.0873908995,74.98342810888889,10.66929199,45.8380744,27.5,1.5169770715,1.9033333333333333,92.5,91.5,92.0,93.89255,3.308420348,4.1030541786666666,150.0,8.699935705333333,79.12734146,74.33333503222222,1.479245283018868,90.34051425,20.700000000000003,-1182.0,10.5233292,71.473452761,2.633,1.1440801025,83.75,9.8,2.3499999999999996,4.8,84.847674572,0.0352,44.25,2648.0,50689.5,1.770912826,17.099999999999998,1.7403247954999999,7.4595,91.08166667,89.643593,80.307508,3.9924999999999997,1.5419380070000002,25.3,55.1
New Zealand,NZL,100.0,98.75,9.0967319638125,8729634.719,27970858805.666668,11.366666666666667,2.170155525,76.70121595777778,10.04858398,37.63065094,29.299999999999997,1.306894898,2.66,90.0,90.0,91.0,95.7321,3.941120608,7.554742894333334,625.0,9.159904551166665,82.20731707,75.92500178333333,1.4849056603773585,113.9631575,39.800000000000004,38220.0,11.6666584,67.693508914,3.516,1.395236254,83.66666666666667,15.1,3.3,2.5,76.89300995800001,0.038400000000000004,49.16666667,2255.0,1794.0,1.802642822,34.199999999999996,1.781844497,11.84,89.29791667,91.611085,87.015552,3.776,1.593646646,25.3,55.1
Nicaragua,NIC,86.3,26.03,9.17123669275,4372326.9595,29392200000.0,11.183333333333334,-1.25470376,78.41900380666667,9.68343163,27.48487618,31.099999999999998,-0.884373903,0.9,87.0,87.0,83.0,54.7975,4.928413969,11.00643161,1100.0,9.619873397,73.837,77.51666853444445,1.490566037735849,97.10898703,58.900000000000006,-10384.0,30.81681633,63.913565067,2.4756666666666667,-0.471998215,83.58333333333333,43.25,16.9,17.8,68.938345344,0.041600000000000005,50.54945055,1862.0,313.0,-0.852285445,51.3,-1.365254283,13.45775,53.25791667,83.814803,72.701144,6.7822499999999994,-1.285422087,25.3,55.1
Niger,NER,18.6,35.675,9.2457414216875,15019.2,29801500000.0,11.0,-0.582625091,80.13679165555556,5.81452751,0.842567301,32.9,-0.643896759,0.9583333333333334,82.0,82.0,80.0,15.3108,3.837868028,8.9124926406,224000.0,10.5515030935,61.576,79.10833528555555,1.4962264150943396,56.38600069,78.0,-4405.0,42.52769852,60.13362122,1.4353333333333333,-1.53848505,83.5,71.4,30.5,16.1,60.98368073,0.0448,25.90361446,1469.0,249945.0,-0.760396123,41.04,-0.428103358,15.0755,65.05791667,63.096146,56.379936,9.788499999999999,-0.392591,25.3,55.1
Nigeria,NGA,59.5,45.32,9.320246150625,4486313.422,30210800000.0,11.664406779661016,-1.103256702,81.85457950444444,4.07625723,23.5664877,35.15,-1.027819872,1.0166666666666666,62.0,62.0,60.0,32.3318,16.95284572,6.8185536712,3228000.0,11.48313279,52.676,80.70000203666666,1.5018867924528303,91.43723303,68.55,-76364.0,76.24337006,77.010940555,0.395,-1.787299275,83.69852941176471,69.7,21.3,15.9,75.93268204,0.048,3.611111111,1076.0,77132.0,-0.944378197,30.779999999999998,-0.870013237,16.69325,59.37458333,45.564292,43.309647,12.79475,-0.637754738,25.3,55.1
North Macedonia,MKD,100.0,85.29,9.3947508795625,3883582.5665,30620100000.0,12.328813559322034,-0.374614269,83.57236735333333,8.52,39.71015067,37.4,-0.121169299,1.075,81.0,79.0,70.0,83.0182,3.230749121,4.7246147018,110.0,4.857967632,73.24634146,82.29166878777778,1.5075471698113208,92.29897353,59.1,-486.0,41.74,93.88825989,1.986,0.062417198,83.8970588235294,24.0,6.9,3.6,90.88168335,0.0512,41.66666667,683.0,292.0,0.405005574,20.519999999999996,-0.099911168,18.311,83.185,86.529696,76.717225,15.801,0.135947868,25.3,55.1
Northern Mariana Islands,MNP,100.0,92.385,9.4692556085,3280851.711,133721050000.0,12.99322033898305,0.8670469369999998,85.29015520222222,9.3,52.95652174,39.65,0.8383911995000001,1.1333333333333333,89.0,87.5,83.5,91.00909999999999,3.357314837,2.6306757324000003,26082.5,3.5660671495000003,78.204878045,83.88333553888889,1.5132075471698112,100.993721115,49.650000000000006,-431.0,27.795,95.47721608666667,3.577,0.575446153,84.09558823529412,14.6,4.050000000000001,3.05,95.04309082,0.054400000000000004,43.318540435,2284.0,23167.0,1.016806364,10.259999999999998,0.9041347130000001,12.5015,88.057083335,87.725398,82.643554,10.08,0.9370678290000001,25.3,55.1
Norway,NOR,100.0,99.48,9.5437603374375,2678120.8555,236822000000.0,13.657627118644069,2.108708143,87.00794305111111,10.08,33.45814918,41.9,1.797951698,1.1916666666666667,97.0,96.0,97.0,99.0,3.483880553,0.536736763,52055.0,2.274166667,83.16341463,85.47500228999999,1.5188679245283019,109.6884687,40.2,10604.0,13.85,97.06617228333333,5.168,1.088475108,84.29411764705883,5.2,1.2,2.5,99.20449829,0.057600000000000005,44.9704142,3885.0,46042.0,1.628607154,0.0,1.908180594,6.692,92.92916667,94.24074,91.091217,4.359,1.73818779,25.3,55.1
Oman,OMN,100.0,60.230000000000004,9.618265066374999,2075390.0,178598494462.0,14.322033898305085,0.062168915,88.7257309,4.37028217,0.007862036,44.15,-0.155156836,1.25,99.0,99.0,99.0,95.7747,1.682211859,0.243337475,78027.5,5.497836097,72.541,87.06666904111111,1.5245283018867926,135.0769728,30.75,-20664.0,6.13263321,98.65512848,4.147,0.431887984,84.49264705882354,23.749999999999996,7.050000000000001,2.8,88.50686646,0.0608,2.325581395,5522.222222222223,295.0,0.315641969,21.25,0.383883685,20.628,64.56791667,83.146838,76.511666,1.9,-1.191878557,25.3,55.1
Pakistan,PAK,94.9,20.98,9.6927697953125,4930661.98,120374988924.0,14.986440677966101,-0.809737384,89.830230716,2.91131568,4.779680365,46.4,-0.438364118,1.3083333333333333,83.0,83.0,81.0,24.9775,9.496210561,3.978788154,104000.0,8.665974215,66.098,88.65833579222222,1.530188679245283,81.55130785,21.300000000000004,-471395.0,57.49644852,98.337568666,3.126,-1.713656187,84.69117647058823,42.3,12.9,18.5,68.23300171,0.064,20.1754386,7159.444444444444,1491070.0,-0.761585534,42.5,-0.658457339,34.564,70.01,73.14093,62.574189,6.338,-0.841158211,25.3,55.1
Palau,PLW,100.0,32.975,9.767274524249999,6569519.99,62151483386.0,15.650847457627119,0.604154706,90.934730532,16.38419533,90.19565217,48.65,0.370898455,1.3666666666666667,95.0,96.0,93.0,49.016549999999995,2.612481858,8.355355992,77333.33333333333,7.801320441,71.1605,90.25000254333334,1.5358490566037735,133.1557923,11.850000000000009,3.0,14.98088646,98.020008852,2.1049999999999995,1.172233224,84.88970588235294,38.199999999999996,11.2,11.9,98.4189682,0.06720000000000001,6.25,8796.666666666666,746806.0,0.531117499,60.33333333333333,0.714702249,26.930999999999997,51.74625,71.77862,52.362783,8.3155,1.048508406,25.3,55.1
Panama,PAN,95.3,44.97,9.8417792531875,8208378.0,3927977848.0,16.315254237288137,-0.591235816,92.039230348,9.68179989,56.65170262,50.9,0.124233782,1.425,87.0,87.0,92.0,73.0556,1.630703373,12.73192383,50666.666666666664,6.936666667,76.223,91.84166929444444,1.5415094339622641,147.7006123,2.4,5473.0,37.33168793,97.702449038,1.0839999999999996,0.307120055,85.08823529411765,34.099999999999994,9.5,5.3,94.77577209,0.0704,22.53521127,10433.888888888889,2542.0,0.177574456,78.16666666666666,-0.2686961,19.298,67.62833333,85.866801,76.058511,10.293,0.542196512,25.3,55.1
Papua New Guinea,PNG,20.9,49.695,9.916283982125,1039010.0,2986991718.0,16.97966101694915,-0.770218611,93.143730164,2.32032132,79.10221702,46.9,-0.886141121,1.4833333333333334,31.0,31.0,38.0,25.7426,4.48359014,10.281652108,24000.0,7.6425,65.351,93.43333604555556,1.5471698113207548,48.42485057,1.85,10695.0,10.35447788,97.384889224,0.063,-0.576708913,85.28676470588235,30.0,7.8,23.4,97.26826732666667,0.0736,0.0,12071.111111111111,11839.0,-0.829443157,96.0,-0.751807809,20.430333333333333,45.81708333,70.820144,57.706962,8.802,0.030243371,25.3,55.1
Paraguay,PRY,100.0,54.42,9.9907887110625,111964.0,20042200000000.0,17.64406779661017,-1.025977373,94.24822998,8.03277016,39.82614322,42.9,-0.655436873,1.5416666666666667,70.0,70.0,68.0,77.0184,4.787983101,7.831380386,42000.0,12.50973887,70.262,95.02500279666667,1.5528301886792453,118.9635011,1.3,-8230.0,35.93767929,97.06732941,3.242,-0.000999591,85.48529411764706,25.9,6.1,4.2,99.76076256333333,0.07680000000000001,16.25,13708.333333333332,4484.0,-0.222117677,18.4,-0.575048804,21.562666666666665,74.37875,77.567,64.864713,7.311,0.004173697,25.3,55.1
Peru,PER,95.6,57.5,10.06529344,9053965.0,26772383324.0,18.308474576271188,-0.653225958,81.91580963,6.15173197,56.37307289,40.1,-0.294465482,1.6,82.0,82.0,78.0,71.1078,4.271663815,5.458470252333333,60000.0,10.97950833,72.377,96.61666954777778,1.5584905660377357,127.8361756,4.1,68012.0,27.21529961,97.96527863,1.646,-0.355285466,85.68382352941177,35.3,5.9,7.0,102.2532578,0.08,40.0,15345.555555555555,5790.0,0.063778646,11.2,-0.531429529,22.695,72.96666667,78.503885,69.475496,5.097,0.175867528,25.3,55.1
Philippines,PHL,97.5,51.37,10.06529344,6886922.0,1288700000000.0,18.972881355932202,-0.529578149,79.76492690875,5.87,24.22604554,40.7,0.035662487,0.96,57.0,57.0,57.0,63.4019,3.927180221,3.085560118666667,108000.0,9.5538215088,69.266,98.2083362988889,1.5641509433962264,143.4358742,4.1,-80125.0,44.61,98.938499455,0.786,-0.984003067,85.88235294117646,44.7,5.7,5.2,91.10199738,0.04,27.96052632,16982.777777777777,801.0,0.062373228,28.1,-0.666893661,17.467,83.74958333,77.230674,67.509029,3.398,-0.154584199,25.3,55.1
Poland,POL,100.0,95.72,10.06529344,3676185.0,122104000000.0,19.637288135593224,0.54642576,77.6140441875,6.44,31.01927475,28.5,0.254857361,1.9716666666666667,90.0,90.0,71.0,85.3749,5.055027047,0.712649985,90078.33333333333,8.1281346876,75.50243902,99.80000305,1.569811320754717,132.058828,2.8499999999999996,-2968.0,20.31,99.91172028,0.9680909090909091,0.491801322,86.08088235294117,7.5,1.0,2.5,97.56000899,0.0,28.32244009,18620.0,4875.0,0.831825614,0.4,0.427254051,12.445,91.0925,89.671039,76.127479,3.268,0.579481721,25.3,55.1
Portugal,PRT,100.0,92.65,10.06529344,8056494.578,19264350537.0,20.301694915254238,0.742346644,75.46316146625,11.14,36.15499489,34.6,0.953686893,2.9833333333333334,99.0,99.0,98.0,82.309,1.265657191,0.796882208,72156.66666666666,6.7024478664,81.37804878,96.77999878,1.5754716981132075,120.9425503,1.6,27295.0,28.99,98.18438975333333,1.1501818181818182,0.93725127,86.27941176470588,12.4,3.9,2.5,104.0180206,0.0,40.0,2527.053,2651.0,0.724131644,0.7,1.106165409,7.74,88.73541667,92.877598,84.078117,6.577,1.246938586,25.3,55.1
Puerto Rico,PRI,100.0,84.80666666666667,10.06529344,11444715.289,43188134388.33333,20.966101694915256,0.369727612,73.312278745,7.016834205,56.01127396,34.36666666666667,-0.300675303,3.995,98.5,98.5,98.5,84.7867,1.7850614240000002,0.5658371835,54235.0,5.2767610452,80.162,92.40000153,1.581132075471698,112.4430134,1.0666666666666669,-7408.0,17.77380001,96.45705922666666,1.3322727272727275,0.487989306,86.4779411764706,13.700000000000001,4.5,2.5,98.98941038,0.0,22.222222222,5274.368666666667,1424.0,0.826616287,0.7333333333333333,0.575343668,11.165000000000001,79.830833335,89.894212,78.207448,7.9,0.501065075,25.3,55.1
Qatar,QAT,100.0,76.96333333333334,10.06529344,14832936.0,67111918239.666664,21.630508474576274,0.77996701,71.16139602375,2.89366841,0.0,34.13333333333333,1.076457977,5.006666666666667,98.0,98.0,99.0,100.0,2.304465657,0.334792159,36313.33333333333,3.851074224,79.272,95.779716495,1.5867924528301887,144.2023856,0.5333333333333334,-30801.0,6.55760002,94.7297287,1.5143636363636364,0.83326143,86.67647058823529,15.0,5.1,2.5,93.96080016,0.0,4.444444444,8021.684333333334,197.0,0.856976271,0.7666666666666667,0.905077398,14.59,70.92625,91.376747,89.400508,0.14,-1.173889518,25.3,55.1
Romania,ROU,100.0,69.12,10.06529344,2719206.0,91035702091.0,22.29491525423729,-0.060926557,69.0105133025,6.48,30.11582928,33.9,-0.163205832,6.0183333333333335,86.0,86.0,86.0,83.5904,5.052328761,1.262380643,18391.666666666657,5.613499057,72.8097561,99.15943146,1.5924528301886793,118.6275646,0.0,-12724.0,20.94,95.33465271,1.6964545454545457,0.581680298,86.875,16.3,5.7,2.5,88.93218994,0.0,18.54103343,10769.0,4200.0,0.292271405,0.8,0.381128639,18.015,79.74125,87.195469,71.621599,5.59,0.594187975,25.3,55.1
Russian Federation,RUS,100.0,89.72,10.06529344,96851769.0,60800523015.96666,22.959322033898307,-0.920365572,66.85963058125,7.39,49.78433608,35.1,-0.210496202,7.03,97.0,97.0,97.0,88.2138,6.69445892,6.799319558,470.0,7.181083333,69.9002439,99.92777252,1.5981132075471698,168.9847242,5.3,320617.0,27.22,95.93957672,1.8785454545454547,-0.707901835,87.07352941176471,5.0,0.0,2.5,88.37883377,0.0,16.22222222,85544.0,10901.0,-0.542337775,39.65,-0.885359228,23.529,83.50041667,79.942128,53.849123,4.749,-1.101229429,25.3,55.1
Rwanda,RWA,48.7,86.64,10.06529344,715763.609,30565343940.933327,23.623728813559325,0.573205888,64.70874786,7.32305002,11.2282124,35.28333333333333,0.227907389,6.054,88.0,88.0,87.0,29.432,-0.391346748,5.978739857571428,1791.6666666666667,16.17583333,66.072,99.51388549500001,1.6037735849056602,80.99152957,10.6,-6112.0,10.13342953,96.54450073,2.060636363636364,0.071905822,87.2720588235294,14.3,1.7,31.6,87.8254776,0.0,61.25,73801.72528571429,121896.0,0.061051052,78.5,0.171731099,29.043,71.35958333,69.210168,58.966639,15.775,-0.955476522,25.3,55.1
Samoa,WSM,98.3,83.56,10.06529344,7212.0,330164865.9,24.28813559322034,0.592587709,82.05724716,6.80313492,57.98201439,35.46666666666667,0.377184659,5.077999999999999,85.0,85.0,62.0,76.2853,3.133204732,5.158160157142857,3113.3333333333335,8.515416667,72.767,99.09999847,1.609433962264151,31.54083853,15.899999999999999,-882.0,11.1886692,97.14942474,2.242727272727273,1.106232166,87.47058823529412,23.6,3.4,4.6,100.4530029,0.0,7.843137255,62059.45057142858,91505.25,-0.219749257,72.12,0.884038448,26.587249999999997,61.59041667,82.615929,72.769987,11.057500000000001,0.747469604,25.3,55.1
San Marino,SMR,100.0,80.47999999999999,10.06529344,17615.5,109167291.0,24.952542372881357,1.279871821,99.40574646,7.97527838,16.66666667,35.650000000000006,1.749253273,4.101999999999999,90.0,90.0,89.0,81.67,5.6354875579999995,4.337580456714285,4435.0,3.5323,70.179,98.91843986125001,1.6150943396226416,118.5325668,21.2,41.0,11.85579014,97.75434875,2.424818181818182,1.172496915,87.66911764705883,39.1,8.75,8.85,99.14286041,0.0,33.33333333,50317.17585714286,61114.5,0.534613013,65.74,1.64212966,24.1315,58.101458335000004,92.715488,86.691369,6.34,1.088126302,25.3,55.1
Sao Tome and Principe,STP,78.5,77.39999999999999,10.06529344,28019.0,247914583645.5,25.616949152542375,0.231900394,98.89345169,7.82528496,53.41666667,35.833333333333336,-0.762018025,3.1259999999999994,97.0,97.0,77.0,56.1138,8.137770384,3.517000756285714,5756.666666666667,18.48648611,67.591,98.7368812525,1.620754716981132,84.81983981,26.5,-792.0,11.65572834,85.45822270333333,2.606909090909091,0.58509469,87.86764705882354,54.6,14.1,13.1,97.803245545,0.0,23.63636364,38574.90114285715,30723.75,-0.947238505,59.36,-0.727748752,21.67575,54.6125,71.685682,59.316284,6.4805,0.34246543,25.3,55.1
Saudi Arabia,SAU,100.0,74.32,10.06529344,29403732.0,495720000000.0,26.28135593220339,0.282737106,98.38115692,5.96836901,0.454484135,36.016666666666666,0.465890735,2.15,97.0,97.0,98.0,100.0,3.063289889,2.696421055857143,7078.333333333334,16.154160141250003,76.936,98.55532264375,1.6264150943396225,126.3611144,31.799999999999997,-153883.0,10.15629482,73.16209665666666,2.789,-0.59113127,88.06617647058823,52.2,12.6,3.8,96.46363068,0.0,19.86754967,26832.626428571435,333.0,0.323760301,52.980000000000004,0.206341878,19.22,78.6325,86.638743,82.903805,6.621,-1.601651192,25.3,55.1
Senegal,SEN,68.0,55.96,10.06529344,359705.738,1099340000000.0,26.945762711864408,0.042111322,97.86886215,4.35098124,41.69822885,36.2,0.021849401,2.25,85.0,85.0,87.0,54.9741,2.180322781,1.8758413554285713,8400.0,13.821834172500001,67.093,98.373764035,1.6320754716981132,117.676782,37.1,-10091.0,47.31245041,60.86597061,3.051857142857143,-0.179818049,88.26470588235294,49.8,11.1,5.7,63.55509186,0.0,43.03030303,15090.351714285716,14479.0,-0.322730869,46.6,-0.401197374,17.967,72.45958333,73.959123,63.108991,8.232,0.188046068,25.3,55.1
